Cost 149
Edges 99
E 1000 999
E 1000 998
E 1000 997
E 1000 996
E 1000 995
E 1000 994
E 1000 993
E 1000 992
E 1000 991
E 1000 980
E 1000 950
E 1000 940
E 1000 930
E 999 989
E 999 969
E 999 919
E 999 909
E 998 988
E 998 968
E 998 958
E 998 918
E 997 977
E 997 947
E 997 937
E 997 927
E 996 986
E 996 966
E 996 956
E 996 906
E 995 975
E 995 945
E 995 935
E 995 925
E 994 974
E 994 944
E 994 934
E 994 924
E 993 983
E 993 953
E 993 913
E 993 903
E 992 972
E 992 942
E 992 932
E 992 922
E 991 961
E 991 951
E 991 911
E 991 901
E 1000 500
E 999 959
E 998 908
E 997 397
E 996 916
E 995 795
E 994 594
E 993 963
E 992 92
E 991 981
E 989 889
E 988 288
E 986 686
E 983 183
E 980 580
E 977 777
E 975 475
E 974 74
E 972 372
E 969 269
E 968 668
E 966 866
E 961 161
E 958 158
E 956 256
E 953 653
E 951 851
E 950 350
E 947 47
E 945 545
E 944 744
E 942 442
E 940 740
E 937 437
E 935 35
E 934 334
E 932 532
E 930 30
E 927 527
E 925 325
E 924 424
E 922 722
E 919 119
E 918 818
E 913 213
E 911 611
E 909 609
E 906 106
E 903 803
E 901 201
